Category,Sms
scam,"We need urgently Need Staff salary 10,000,000TZS. Reach HR team at: wa.me/2550783654321."
scam,"Dear, No need to go out work, just at home to earn 6,000,000TZS a day, please contact us: https://wa.me/2550755667788"
scam,MPIGIE MZEE RAMATUNGU WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0789723456
scam,"OFA YAKO hongera umepata zawadi Sh120000 milioni kutoka (OFA YAKO) piga sim,.0773409724 kupata zawadi  asante"
scam,Utanitumia kwa hîi Halotel 0782734560 j'ina ni Magomba Maila.
scam,Nitumie tu kwenye hii HALOTEL 0675259049 jina Magomba Maila.
trust,"Mtoto anahitaji kiatu kipya, cha zamani kimechanika."
trust,Nitafika kesho
scam,Iyo Pesa itume humu kwenye halotel 0698945621 jina lije PEREGIA FILIPO.
scam,Naomba unitumie iyo hela kwenye namba hii ya TIGO 0747878264. jina (PEREGIA FILIPO)
trust,Naomba unitumie namba ya huyo fundi.
scam,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0782734560
trust,Nitakutembelea baadaye kwa mazungumzo zaidi.
trust,Tunakukumbuka sana nyumbani.
scam,0750335946 Jina litakuja LINUSI MALALO Nitumie kwenye hiyo AIRTEL
scam,"Imethibitishwa, namba yako ya 0689592818 imejishindia TSH 6,000,000 kutoka TUZO POINT. Piga 0689592818 ili kupokea pesa yako."
scam,Iyo hela itume humu kwenye HALOTEL 0781476081 jina lije JUMA SIKAREKO.
trust,Uliona goli la kwanza la Messi kwenye Inter Miami? Jamaa bado ana class yake.
scam,tuma kwenye namba hii ya HaloPesa 0696530433 jina litakuja SAID MTAALAM  Ukituma unijulishe
trust,Tafadhali angalia email yako kuhusu taarifa za mkutano wa leo.
trust,Ninahitaji msaada kidogo.
scam,"Congratulations! Your CV has passed. You can get 6,000,000TZS in a day. for details: wa.me/2550755667788"
scam,Au nitumie kwenye HaloPesa Namba.0657538690 jina litakuja Magomba Maila
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya airtel. Mbona kimya na siku zinazidi kwenda...?
scam,"IYO PESA ITUME KWENYE NAMBA HII 0773409724 JINA ITALETA OLIVA MATIAS NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
trust,Umetishaaaa hya ndo mambo tunayatak mwisho wa mwaka
scam,TUMIA NAMBA HII (0698945621)KUNITUMIA IYO HELA JINA LITAONYESHA (HADIJA LAI)
trust,"Nakupenda zaidi ya jana, na kila siku upendo wangu unaongezeka."
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA Tigo NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
scam,"Habari za asubuhi,mimi JUMANNE YASINI MASAKA,hii namba yangu ya tigo.Vp mbona shem JUMANNE YASINI MASAKA, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
trust,Mikutano ya wiki hii imeahirishwa mpaka Alhamisi.
scam,HABARI ZAUKO NI MIMI MWENYE NYUMBA WAKO MNA ENDEREAJE APO NYUMBANI IYO NAMBA YANGU MPYA YA halotel NAKUMBUSHIA KODI YANGU  MANA NAONA KIMYA SANA NAOMBA TUWA SIRIANE
scam,"OFA YAKO hongera umepata zawadi Sh2,000,000 milioni kutoka (OFA YAKO) piga sim,.0786543210 kupata zawadi  asante"
trust,Mtihani wetu wa mwisho umebadilishwa hadi Jumatatu.
scam,Habari za siku. Mimi  mwenye nyumba wako hii namba yangu ya VODACOM. Mbona kimya na siku zinazidi kwenda...?
trust,"Mtoto wangu anasumbuliwa na homa, nipo nyumbani kumtibu."
trust,Kakudanganyeni nani?
scam,mjukuu wangu utafuta ji wako mgumu Hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0696530433
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By OLIVA MATIAS,ni grp member"
scam,"Tuzo point hongera umepata zawadi Sh10,000,000 milioni kutoka (Tuzo point) piga sim,.0695567435 kupata zawadi  asante"
scam,"Mpigie Mzee ALLY ISSA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0755667788"
trust,Naomba msaada wako kwa suala la ada ya shule ya mdogo wangu.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0773409724 AU 0773409724"
scam,Utanitumia. kwemye namba 0755667788 ya VODACOM jina NASHONI MBIRIBI.
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,au iyo ela nitumie kwenye HaloPesa hii 0698945621 Jina litoke 0698945621.
scam,au iyo ela nitumie kwenye AirtelMoney hii 0699137921 Jina litoke 0699137921.
scam,"Dear, No need to go out work, just at home to earn 4,000,000TZS a day, please contact us: https://wa.me/2550698945621"
scam,Habari za mchana. Mimi  mwenye nyumba wako hii namba yangu ya HALOTEL. Mbona kimya na siku zinazidi kwenda...?
trust,Ninakutakia mafanikio mema kwenye kazi zako.
scam,Utanitumia. kwemye namba 0696530433 ya AIRTEL jina Ester kalobelo.
scam,MZEE Ester kalobelo tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0689933027)(0689933027)
scam,TUMIA NAMBA HII (0755667788)KUNITUMIA IYO HELA JINA LITAONYESHA (JENEROZA ROCK BENEDICTO)
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya Tigo. Mbona kimya na siku zinazidi kwenda...?
trust,Umbea ni sehemu ya ndoa
trust,Ninja ana hoja apewe muda zaidi
scam,"Dear, No need to go out work, just at home to earn 5,000,000TZS a day, please contact us: https://wa.me/2550781476081"
trust,Eti nywele zimevurugika
scam,Utanitumia kwa hîi vodacom 0698018072 j'ina ni LINUSI MALALO.
scam,TUMIA NAMBA HII (0781476081)KUNITUMIA IYO HELA JINA LITAONYESHA (Magomba Maila)
scam,Utanitumia. kwemye namba 0698945621 ya AIRTEL jina LINUSI MALALO.
scam,"Congratulations! Your CV has passed. You can get 2,000,000TZS in a day. for details: wa.me/2550788542784"
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0654321098"
scam,"Tuzo Point hongera umepata zawadi Sh5,000,000 milioni kutoka (Tuzo Point) piga sim,.0747878264 kupata zawadi  asante"
trust,Unapendelea chai au kahawa?
trust,Kashakuwa mkubwa sasa  hongera dogo
scam,"Habari za mchana,mimi JUMANNE YASINI MASAKA,hii namba yangu ya Airtel.Vp mbona shem JUMANNE YASINI MASAKA, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0698945621 AU 0698945621"
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0789723456 UKIWA TAYARI KUJIUNGA
scam,MPIGIE MZEE Magomba Maila WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0698945621
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0655251448 au 0655251448"
trust,Ningependa kujua kama uko tayari kwa mkutano ule wa biashara ndogo ndogo. Tafadhali nijulishe.
trust,"Ninaenda safari wiki ijayo, nitakuja kukuaga kabla ya kuondoka."
scam,TUMIA NAMBA HII (0787-406-889)KUNITUMIA IYO HELA JINA LITAONYESHA (FEBU SHADI WILISON)
scam,Naomba unitumie iyo pesa kwenye namba hii ya VODACOM 0784862618. jina (MWANAIDI KHAMISI)
scam,MZEE KHADIJA SUMBAI tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0755667788)(0755667788)
scam,"Dear, No need to go out work, just at home to earn 1,500,000TZS a day, please contact us: https://wa.me/2550773409724"
scam,0617488472 Jina litakuja Magomba Maila Nitumie kwenye hiyo tigo
scam,"Mpigie Mzee HADIJA LAI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0773409724"
scam,Habari za muda. Mimi  mwenye nyumba wako hii namba yangu ya HALOTEL. Mbona kimya na siku zinazidi kwenda...?
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0733822240 UKIWA TAYARI KUJIUNGA
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0615810764 au 0615810764"
scam,tuma kwenye namba hii ya AirtelMoney 0696530433 jina litakuja SAID MTAALAM  Ukituma unijulishe
trust,Tafadhali unisamehe kwa makosa niliyofanya jana.
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By LINUSI MALALO,ni grp member"
trust,"Je, unakumbuka kuhusu mpango wa leo?"
scam,Iyo hela itume humu kwenye tigo 0695567435 jina lije Ester kalobelo.
trust,"Nimemaliza kazi yangu sasa, tuonane kwenye kahawa?"
scam,"Dear, No need to go out work, just at home to earn 10,000,000TZS a day, please contact us: https://wa.me/2550655251448"
scam,0689933027 Jina litakuja KHADIJA SUMBAI Nitumie kwenye hiyo AIRTEL
scam,"We need urgently Need Staff salary 10,000,000TZS. Reach HR team at: wa.me/2550784862618."
trust,"Ulitoka wapi jana usiku? Nilikuwa nikipanga kukuona, lakini hukufika!"
trust,Nimefurahi sana kusikia habari njema kutoka kwako.
scam,Nitumie tu kwenye hii voda 0773409724 jina LUKA KIMBANGU.
scam,"Airtel ENLC Imethibitishwa namba yako ya 078 ... imeshinda Tsh170,000.00/=million kutoka OFA YAKO ilikupokea ela yako piga 0657666983 Asante"
scam,TUMIA NAMBA HII (0787-406-889)KUNITUMIA IYO HELA JINA LITAONYESHA (JUMA SIKAREKO)
trust,"Nasikia yule msanii wa filamu alifungiwa project yake mpya, watu wanajua sababu gani?"
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0784862618 UKIWA TAYARI KUJIUNGA
trust,"Habari za asubuhi, mpenzi wangu? Naomba siku yako iwe nzuri kama moyo wako."
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0781476081 UKIWA TAYARI KUJIUNGA
scam,Samahani naomba itume kwenye Tigo 0675259049 Ester kalobelo.
scam,0698945621 Jina litakuja RAMATUNGU Nitumie kwenye hiyo Tigo
scam,Habari za asubuhi. Mimi  mwenye nyumba wako hii namba yangu ya vodacom. Mbona kimya na siku zinazidi kwenda...?
scam,tuma kwenye namba hii ya m-pesa 0784862618 jina litakuja JOACHIM KAPUFI Ukituma unijulishe
scam,Utanitumia kwenye ii 0676584303 Vodacom jina FEBU SHADI WILISON namba yangu inadeni usiitumie
trust,"Mambo vipi, uko poa?"
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0733822240 UKIWA TAYARI KUJIUNGA
trust,Nimepanga kuandaa chakula cha jioni kwa ajili ya marafiki zangu. Ungependa kuja?
trust,Hakika nilifurahia mazungumzo yetu jana.
trust,Tafadhali nitumie salio kidogo.
trust,uko sawa huna maringo kama wengine
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,Habari za muda. Mimi  mwenye nyumba wako hii namba yangu ya Vodacom. Mbona kimya na siku zinazidi kwenda...?
scam,"vodacom W1SD Imethibitishwa namba yako ya 078 ... imeshinda Tsh1,500,000.00/=million kutoka OFA YAKO ilikupokea Pesa yako piga 0716484506 Asante"
trust,"Je, umefanikiwa kupata risiti za manunuzi ya bidhaa?"
scam,Habari za mchana. Mimi  mwenye nyumba wako hii namba yangu ya airtel. Mbona kimya na siku zinazidi kwenda...?
scam,Utanitumia kwenye ii 0689592818 airtel jina RAMATUNGU namba yangu inadeni usiitumie
scam,"Habari za asubuhi,mimi ALLY ISSA,hii namba yangu ya Tigo.Vp mbona shem ALLY ISSA, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
trust,"Je, umeongea na fundi kuhusu matengenezo ya nyumba?"
trust,"Samahani, unaweza kunipigia baadaye kidogo?"
scam,MZEE LUKA KIMBANGU tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0784862618)(0784862618)
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0699137921"
scam,Habari za asubuhi. Mimi  mwenye nyumba wako hii namba yangu ya Vodacom. Mbona kimya na siku zinazidi kwenda...?
scam,Basi iyo hela nitumie kwenye namba hii 0782435667 jina litakuja (JOACHIM KAPUFI) ile namba usitumie laini inamatatizo.
scam,Utanitumia kwenye ii 0689592818 Airtel jina JUMANNE YASINI MASAKA namba yangu inadeni usiitumie
scam,"Dear, No need to go out work, just at home to earn 4,000,000TZS a day, please contact us: https://wa.me/2550786543210"
trust,"Usiku mwema, Mungu akulinde."
scam,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0755896103
trust,Asante kwa kushiriki kwenye harambee ya shule. Mchango wako umewekwa.
trust,Uko wapi sasa hivi? Nahitaji kukuona.
scam,tuma kwenye namba hii ya AirtelMoney 0783582817 jina litakuja JUMA SIKAREKO Ukituma unijulishe
trust,Pole sanaa kaka kwa yote
scam,au iyo ela nitumie kwenye M-Pesa hii 0698018072 Jina litoke 0698018072.
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0773409724"
trust,"Habari za asubuhi baba, kuna kero ya maji nyumbani. Tutaenda kupiga simu kwa mtaa."
scam,Basi iyo hela nitumie kwenye namba hii 0657538690 jina litakuja (ALLY ISSA) ile namba usitumie laini inamatatizo.
scam,"We need urgently Need Staff salary 170,000TZS. Reach HR team at: wa.me/2550755667788."
scam,Iyo ela tuma humu kwenye airtel 0615810764 Jina lije OLIVA MATIAS.
trust,Ninahitaji maelezo zaidi kuhusu mkutano wa wiki ijayo.
trust,"Nimepokea ujumbe wako, nitajibu baadaye."
trust,Unajua kuwa Juma Jux anatarajia kufanya tour Ulaya mwakani? Jamaa anaendelea kutamba.
trust,"Messi na Ronaldo ni historia, unafikiri Haaland na Mbappe wataendeleza hadithi hiyo?"
trust,"Je, unaweza kunisaidia na ada ya shule ya mtoto wangu?"
trust,"Asante sana kwa kunifundisha jana, imenisaidia sana kuelewa somo la kemia."
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya TIGO. Mbona kimya na siku zinazidi kwenda...?
scam,Au nitumie kwenye AirtelMoney Namba.0657666983 jina litakuja NASHONI MBIRIBI
scam,"IYO PESA ITUME KWENYE NAMBA HII 0698945621 JINA ITALETA Ester kalobelo NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
trust,"Hata mimi nashangaa kuhusu Irene Uwoya na yule mchumba wake mpya, wamepost picha za harusi!"
scam,"Congratulations! Your CV has passed. You can get 5,000,000TZS in a day. for details: wa.me/2550696530433"
scam,Iyo ela itume humu kwenye vodacom 0654321098 jina lije HADIJA LAI.
scam,"Congratulations! Your CV has passed. You can get 170,000TZS in a day. for details: wa.me/2550783654321"
trust,"Watu wanaongelea kuhusu fashion ya mastaa wetu kwenye tuzo za juzi, wengine waliua!"
scam,"Habari za asubuhi,mimi SAID MTAALAM ,hii namba yangu ya VODACOM.Vp mbona shem SAID MTAALAM , anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
trust,Usisahau kufunga mlango wa mbele kabla ya kulala.
trust,"Habari mama, vip hali yako leo?"
scam,"Congratulations! Your CV has passed. You can get 1,500,000TZS in a day. for details: wa.me/2550784862618"
trust,Hakika unastahili pongezi kwa kazi nzuri!
trust,Barikiwa sana kaka
trust,Nipigie ukiwa tayari kwa mazungumzo.
scam,"Congratulations! Your CV has passed. You can get 10,000,000TZS in a day. for details: wa.me/2550784862618"
trust,"Samahani, simu yangu ilikuwa imezima, nitakupigia baadaye."
trust,Tutaongea zaidi kuhusu hili kesho.
scam,"voda QI2J Imethibitishwa namba yako ya 067 ... imeshinda Tsh2,000,000.00/=million kutoka OFA YAKO ilikupokea Hela yako piga 0617488472 Asante"
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0783582817 UKIWA TAYARI KUJIUNGA
scam,Naomba unitumie iyo Hela kwenye namba hii ya TIGO 0747878264. jina (JUMA SIKAREKO)
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0782734560 AU 0782734560"
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu
trust,Tukutane kwenye uwanja wa ule kama kawa.
scam,Iyo ela itume humu kwenye AIRTEL 0696530433 jina lije Magomba Maila.
scam,pesa tuma kwa namba hii 0773409724 jina JUMANNE YASINI MASAKA
scam,"We need urgently Need Staff salary 170,000TZS. Reach HR team at: wa.me/2550676584303."
scam,"Mpigie Mzee ALLY ISSA kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0676584303"
scam,"Imethibitishwa, namba yako ya 0782734560 imejishindia TSH 10,000,000 kutoka OFA YAKO. Piga 0782734560 ili kupokea Pesa yako."
scam,"We need urgently Need Staff salary 170,000TZS. Reach HR team at: wa.me/2550695567435."
trust,"PSG wana kikosi kizuri, lakini bado hawana mbinu bora za kushinda Champions League."
scam,Basi iyo hela nitumie kwenye namba hii 0698945621 jina litakuja (KHADIJA SUMBAI) ile namba usitumie laini inamatatizo.
trust,Unaweza kunisaidia kuelewa swali la pili la assignment? Limekuwa gumu kidogo.
trust,"Nimekosa mafuta ya kupika, ungeniletea kidogo ukitoka kazini."
trust,Tukutane kesho.
scam,"We need urgently Need Staff salary 4,000,000TZS. Reach HR team at: wa.me/2550695567435."
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0786543210"
scam,Basi iyo hela nitumie kwenye namba hii 0781476081 jina litakuja (MARIAM NDUGAI) ile namba usitumie laini inamatatizo.
trust,"Nina wazo zuri, nataka tukiongee pamoja."
scam,Iyo Pesa itume humu kwenye halotel 0788542784 jina lije KHADIJA SUMBAI.
scam,MZEE LUKA KIMBANGU tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0676584303)(0676584303)
scam,"IYO PESA ITUME KWENYE NAMBA HII 0698945621 JINA ITALETA JOACHIM KAPUFI NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,Iyo ela tuma humu kwenye AIRTEL 0654321098 Jina lije ABDALLAH MWANAKU
scam,Utanitumia kwenye ii 0699137921 tigo jina SALOME KALUNGA namba yangu inadeni usiitumie
scam,"Habari za siku,mimi MARIAM NDUGAI,hii namba yangu ya airtel.Vp mbona shem MARIAM NDUGAI, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu."
scam,MZEE ALLY ISSA tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0773409724)(0773409724)
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By JOACHIM KAPUFI,ni grp member"
scam,Iyo hela itume humu kwenye Vodacom 0655251448 jina lije MARIAM NDUGAI.
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0657538690"
trust,Naomba unitumie picha ya bidhaa hiyo.
scam,"IYO PESA ITUME KWENYE NAMBA HII 0773409724 JINA ITALETA JUMA SIKAREKO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,Tumia namba hii ya airtel 0615810764 kutuma hiyo Hela jina Magomba Maila
scam,TUMIA NAMBA HII (0716484506)KUNITUMIA IYO HELA JINA LITAONYESHA (LUKA KIMBANGU)
trust,Nitapenda kuungana nawe kwenye project mpya dada.
scam,Iyo pesa itume humu kwenye halotel 0786543210 jina lije ABDALLAH MWANAKU.
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya Halotel. Mbona kimya na siku zinazidi kwenda...?
trust,Nitafurahi kuzungumza nawe tena hivi karibuni.
trust,"Ninaomba nipige simu baadaye, simu yangu haina chaji."
scam,Tumia namba hii ya AIRTEL 0750335946 kutuma hiyo pesa jina Magomba Maila
trust,Uko vizuri broo
scam,"IYO PESA ITUME KWENYE NAMBA HII 0747878264 JINA ITALETA JUMA SIKAREKO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE"
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0782435667 AU 0782435667"
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0781476081 au 0781476081"
trust,Tafadhali nipe maelezo zaidi.
scam,MPIGIE MZEE PETER NYANGE WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0695567435
scam,Utanitumia kwenye ii 0657666983 airtel jina PEREGIA FILIPO namba yangu inadeni usiitumie
scam,Au nitumie kwenye AirtelMoney Namba.0698018072 jina litakuja JUMANNE YASINI MASAKA
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0689592818 AU 0689592818"
scam,"Mpigie Mzee HADIJA LAI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0676584303"
trust,Unajuwa kabisa man nakufatiliya sana
scam,au iyo ela nitumie kwenye Tigopesa hii 0617488472 Jina litoke 0617488472.
scam,MZEE OLIVA MATIAS tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0787-406-889)(0787-406-889)
trust,"Je, unaweza kuja nyumbani kesho?"
scam,tuma kwenye namba hii ya HaloPesa 0657666983 jina litakuja JUMA SIKAREKO Ukituma unijulishe
trust,"Samahani, sikuweza kupokea simu yako."
scam,"Imethibitishwa, namba yako ya 0747878264 imejishindia TSH 4,000,000 kutoka OFA YAKO. Piga 0747878264 ili kupokea Pesa yako."
scam,"Congratulations! Your CV has passed. You can get 6,000,000TZS in a day. for details: wa.me/2550615810764"
scam,hela tuma kwa namba hii 0698018072 jina SALOME KALUNGA
scam,Pesa tuma kwa namba hii 0657538690 jina HADIJA LAI
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0767274553"
scam,Naomba unitumie iyo pesa kwenye namba hii ya vodacom 0675259049. jina (JOACHIM KAPUFI)
trust,Mwambaa uyuu
scam,Utanitumia kwenye ii 0781476081 VODACOM jina HOSEA MKUMBUKWA namba yangu inadeni usiitumie
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0784862618"
scam,Congratulations! Your CV has passed. You can get 120000TZS in a day. for details: wa.me/2550655251448
scam,"Dear, No need to go out work, just at home to earn 2,000,000TZS a day, please contact us: https://wa.me/2550689592818"
scam,MZEE HOSEA MKUMBUKWA tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0615810764)(0615810764)
scam,"Imethibitishwa, namba yako ya 0783654321 imejishindia TSH 6,000,000 kutoka TUZO  POINTI. Piga 0783654321 ili kupokea hela yako."
scam,"We need urgently Need Staff salary 170,000TZS. Reach HR team at: wa.me/2550782734560."
scam,Utanitumia kwa hîi halotel 0689933027 j'ina ni PEREGIA FILIPO.
scam,Iyo Hela itume humu kwenye Vodacom 0786543210 jina lije ABDALLAH MWANAKU.
trust,"Nimepoteza funguo, naomba msaada wako."
